device_id,timestamp,accuracy,heading_d,latitude,longitude
Lema,2000-01-01T08:43:44Z,6,36,-24.191994,30.946009
Lema,2000-01-01T08:43:48Z,7,32.4,-24.191856,30.946104
Lema,2000-01-01T08:43:52Z,7,56.7,-24.19176,30.946156
Lema,2000-01-01T08:44:02Z,6,79.8,-24.191742,30.94619
Lema,2000-01-01T08:44:05Z,7,88,-24.19173,30.946276
Lema,2000-01-01T08:44:09Z,8,86.9,-24.191715,30.946411
Lema,2000-01-01T08:44:13Z,8,91.1,-24.19172,30.946594
Lema,2000-01-01T08:44:16Z,8,75.2,-24.191715,30.946709
Lema,2000-01-01T08:44:20Z,10,84.9,-24.19168,30.946836
Lema,2000-01-01T08:44:24Z,12,98.9,-24.191671,30.946972
Lema,2000-01-01T08:44:27Z,10,108,-24.191704,30.947092
Lema,2000-01-01T08:44:31Z,8,102.5,-24.191746,30.94724
Lema,2000-01-01T08:44:34Z,8,74.4,-24.19174,30.947325
Lema,2000-01-01T08:44:37Z,8,80.1,-24.191715,30.947426
Lema,2000-01-01T08:44:40Z,8,80,-24.19169,30.947569
Lema,2000-01-01T08:44:44Z,8,69,-24.191645,30.947723
Lema,2000-01-01T08:44:48Z,8,78.9,-24.1916,30.947847
Lema,2000-01-01T08:44:52Z,8,94.9,-24.191587,30.94796
Lema,2000-01-01T08:44:55Z,8,79.3,-24.191591,30.948025
Lema,2000-01-01T08:44:59Z,8,15.3,-24.191547,30.948065
Lema,2000-01-01T08:45:03Z,10,27,-24.191462,30.948092
Lema,2000-01-01T08:45:06Z,12,35.9,-24.191383,30.94813
Lema,2000-01-01T08:45:10Z,12,12.2,-24.19124,30.948193
Lema,2000-01-01T08:45:13Z,12,11.5,-24.191109,30.94821
Lema,2000-01-01T08:45:16Z,12,18.7,-24.190992,30.948236
Lema,2000-01-01T08:45:20Z,12,22,-24.190865,30.94828
Lema,2000-01-01T08:45:23Z,12,19.2,-24.190784,30.948317
Lema,2000-01-01T08:45:26Z,12,18,-24.190723,30.94834
Lema,2000-01-01T08:45:29Z,54,11.7,-24.190662,30.948362
Lema,2000-01-01T08:45:32Z,35,8,-24.190613,30.94837
Lema,2000-01-01T08:45:35Z,41,25.6,-24.190550000000002,30.948393
Lema,2000-01-01T08:45:39Z,37,22.5,-24.190454,30.94845
Lema,2000-01-01T08:45:41Z,15,22.2,-24.190418,30.948471
Lema,2000-01-01T08:45:46Z,15,8.5,-24.19035,30.948494
Lema,2000-01-01T08:45:56Z,13,0,-24.190285,30.948511
Lema,2000-01-01T08:46:00Z,7,0.1,-24.190256,30.948524
Lema,2000-01-01T08:46:05Z,4,1.4,-24.19024,30.948566
Lema,2000-01-01T08:46:21Z,5,44,-24.190231,30.948605
