device_id,timestamp,accuracy,heading_d,latitude,longitude
Tango,1999-12-31T20:31:54Z,4,341,-24.192553,30.88615
Tango,1999-12-31T20:31:57Z,4,334,-24.19241,30.886084
Tango,1999-12-31T20:32:01Z,4,345.6,-24.192266,30.886003
Tango,1999-12-31T20:32:04Z,4,343.9,-24.19216,30.885977
Tango,1999-12-31T20:32:08Z,4,347,-24.19203,30.885937
Tango,1999-12-31T20:32:12Z,4,337,-24.191866,30.88588
Tango,1999-12-31T20:32:15Z,4,337.1,-24.191755,30.885828
Tango,1999-12-31T20:32:19Z,4,339.7,-24.191614,30.885773
Tango,1999-12-31T20:32:22Z,5,331,-24.191517,30.88572
Tango,1999-12-31T20:32:26Z,4,344.4,-24.191368,30.885654
Tango,1999-12-31T20:32:30Z,4,332,-24.191198,30.88559
Tango,1999-12-31T20:32:33Z,4,335,-24.19109,30.88553
Tango,1999-12-31T20:32:36Z,5,339.9,-24.190968,30.88548
Tango,1999-12-31T20:32:39Z,4,340.9,-24.190878,30.885445
Tango,1999-12-31T20:32:43Z,4,335.3,-24.19074,30.885387
Tango,1999-12-31T20:32:46Z,4,345,-24.19064,30.885347
Tango,1999-12-31T20:32:49Z,4,348,-24.19052,30.885317
Tango,1999-12-31T20:32:53Z,4,357,-24.190462,30.885302
Tango,1999-12-31T20:33:56Z,4,331,-24.190428,30.885271
Tango,1999-12-31T20:34:00Z,5,331,-24.19036,30.885227
Tango,1999-12-31T20:34:03Z,5,334,-24.1903,30.885214
Tango,1999-12-31T20:34:07Z,4,338,-24.1902,30.88518
Tango,1999-12-31T20:34:11Z,5,336,-24.190111,30.885134
Tango,1999-12-31T20:34:14Z,4,336,-24.190031,30.8851
Tango,1999-12-31T20:34:17Z,4,335,-24.189947,30.885056
Tango,1999-12-31T20:34:20Z,4,338,-24.18984,30.885006
Tango,1999-12-31T20:34:23Z,4,339,-24.189735,30.884962
Tango,1999-12-31T20:34:27Z,4,339,-24.18959,30.884905
Tango,1999-12-31T20:34:31Z,4,343,-24.189444,30.88485
Tango,1999-12-31T20:34:34Z,4,337,-24.189337,30.884806
Tango,1999-12-31T20:34:38Z,4,337,-24.189213,30.884748
Tango,1999-12-31T20:34:42Z,4,339,-24.189066,30.884687
Tango,1999-12-31T20:34:45Z,4,338.9,-24.188951,30.88464
Tango,1999-12-31T20:34:49Z,4,343,-24.188791,30.884584
Tango,1999-12-31T20:34:52Z,4,338,-24.188677,30.884537
Tango,1999-12-31T20:34:56Z,4,339,-24.18852,30.884468
Tango,1999-12-31T20:35:00Z,4,336,-24.188366,30.884403
Tango,1999-12-31T20:35:03Z,4,335,-24.188251,30.884348
Tango,1999-12-31T20:35:06Z,4,335.5,-24.188145,30.884293
Tango,1999-12-31T20:35:10Z,4,338.1,-24.188007,30.884232
Tango,1999-12-31T20:35:13Z,5,333,-24.187883,30.884174
Tango,1999-12-31T20:35:17Z,4,337,-24.187723,30.884092
Tango,1999-12-31T20:35:21Z,4,341.2,-24.187572,30.884035
Tango,1999-12-31T20:35:25Z,4,343.7,-24.187391,30.88398
Tango,1999-12-31T20:35:29Z,4,337,-24.187262,30.883934
Tango,1999-12-31T20:35:32Z,5,335,-24.18712,30.883862
Tango,1999-12-31T20:35:35Z,4,333.8,-24.187004,30.883802
Tango,1999-12-31T20:35:39Z,4,342,-24.186872,30.883747
Tango,1999-12-31T20:35:42Z,4,341.5,-24.18676,30.883713
Tango,1999-12-31T20:35:45Z,4,327,-24.186628,30.883646
Tango,1999-12-31T20:35:49Z,4,335,-24.186497,30.883558
Tango,1999-12-31T20:35:53Z,4,341,-24.186314,30.883492
Tango,1999-12-31T20:35:57Z,5,343,-24.18612,30.883429
Tango,1999-12-31T20:36:01Z,6,338,-24.185944,30.883366
Tango,1999-12-31T20:36:04Z,4,340,-24.185812,30.883312
Tango,1999-12-31T20:36:07Z,4,340,-24.185703,30.883274
Tango,1999-12-31T20:36:10Z,4,338,-24.18558,30.883224
Tango,1999-12-31T20:36:14Z,4,330,-24.185429,30.88315
Tango,1999-12-31T20:36:17Z,4,335,-24.185287,30.883066
Tango,1999-12-31T20:36:21Z,4,340,-24.185087,30.882982
Tango,1999-12-31T20:36:25Z,4,343,-24.184889,30.882915
Tango,1999-12-31T20:36:28Z,4,338,-24.184782,30.882883
Tango,1999-12-31T20:36:32Z,4,338,-24.184645,30.88282
Tango,1999-12-31T20:36:35Z,4,341,-24.184517,30.88278
Tango,1999-12-31T20:36:39Z,4,337,-24.184324,30.8827
Tango,1999-12-31T20:36:42Z,4,330,-24.184214,30.882627
Tango,1999-12-31T20:36:46Z,4,339.1,-24.184055,30.882566
Tango,1999-12-31T20:36:50Z,4,338.4,-24.183895,30.882494
Tango,1999-12-31T20:36:53Z,4,338,-24.183744,30.88244
Tango,1999-12-31T20:36:56Z,4,339,-24.183594,30.882376
Tango,1999-12-31T20:36:59Z,4,338,-24.183453,30.88232
